"","X2","X0.5","X0.5.1","X0.26"
"754",3,9,7,0.58
"755",3,9,7.5,0.46
"756",3,9,8,0.52
"757",3,9,8.5,0.48
"758",3,9,9,0.48
"759",3,9,9.5,0.32
"760",3,9,10,0.32
"761",3,9.5,0.5,1
"762",3,9.5,1,1
"763",3,9.5,1.5,1
"764",3,9.5,2,1
"765",3,9.5,2.5,1
"766",3,9.5,3,1
"767",3,9.5,3.5,1
"768",3,9.5,4,0.98
"769",3,9.5,4.5,0.96
"770",3,9.5,5,0.86
"771",3,9.5,5.5,0.86
"772",3,9.5,6,0.76
"773",3,9.5,6.5,0.8
"774",3,9.5,7,0.66
"775",3,9.5,7.5,0.54
"776",3,9.5,8,0.62
"777",3,9.5,8.5,0.52
"778",3,9.5,9,0.44
"779",3,9.5,9.5,0.32
"780",3,9.5,10,0.3
"781",3,10,0.5,1
"782",3,10,1,1
"783",3,10,1.5,1
"784",3,10,2,1
"785",3,10,2.5,1
"786",3,10,3,1
"787",3,10,3.5,1
"788",3,10,4,1
"789",3,10,4.5,0.92
"790",3,10,5,1
"791",3,10,5.5,0.92
"792",3,10,6,0.76
"793",3,10,6.5,0.7
"794",3,10,7,0.62
"795",3,10,7.5,0.64
"796",3,10,8,0.54
"797",3,10,8.5,0.5
"798",3,10,9,0.5
"799",3,10,9.5,0.4
"800",3,10,10,0.4
"801",4,0.5,0.5,0.6
"802",4,0.5,1,0.18
"803",4,0.5,1.5,0.08
"804",4,0.5,2,0.06
"805",4,0.5,2.5,0.06
"806",4,0.5,3,0.1
"807",4,0.5,3.5,0.06
"808",4,0.5,4,0.08
"809",4,0.5,4.5,0.1
"810",4,0.5,5,0.06
"811",4,0.5,5.5,0.02
"812",4,0.5,6,0.04
"813",4,0.5,6.5,0.04
"814",4,0.5,7,0.08
"815",4,0.5,7.5,0.04
"816",4,0.5,8,0.04
"817",4,0.5,8.5,0.04
"818",4,0.5,9,0.06
"819",4,0.5,9.5,0.08
"820",4,0.5,10,0.02
"821",4,1,0.5,0.98
"822",4,1,1,0.52
"823",4,1,1.5,0.2
"824",4,1,2,0.24
"825",4,1,2.5,0.16
"826",4,1,3,0.14
"827",4,1,3.5,0.1
"828",4,1,4,0.08
"829",4,1,4.5,0.12
"830",4,1,5,0.1
"831",4,1,5.5,0.02
"832",4,1,6,0.06
"833",4,1,6.5,0.04
"834",4,1,7,0.1
"835",4,1,7.5,0.16
"836",4,1,8,0.1
"837",4,1,8.5,0.02
"838",4,1,9,0.04
"839",4,1,9.5,0.04
"840",4,1,10,0.02
"841",4,1.5,0.5,1
"842",4,1.5,1,0.9
"843",4,1.5,1.5,0.54
"844",4,1.5,2,0.28
"845",4,1.5,2.5,0.34
"846",4,1.5,3,0.16
"847",4,1.5,3.5,0.14
"848",4,1.5,4,0.08
"849",4,1.5,4.5,0.14
"850",4,1.5,5,0.06
"851",4,1.5,5.5,0.14
"852",4,1.5,6,0.08
"853",4,1.5,6.5,0.12
"854",4,1.5,7,0.08
"855",4,1.5,7.5,0.12
"856",4,1.5,8,0.04
"857",4,1.5,8.5,0.1
"858",4,1.5,9,0
"859",4,1.5,9.5,0.08
