"","X2","X0.5","X0.5.1","X0.96"
"850",4,1.5,5,0.94
"851",4,1.5,5.5,0.92
"852",4,1.5,6,0.9
"853",4,1.5,6.5,0.94
"854",4,1.5,7,0.96
"855",4,1.5,7.5,0.92
"856",4,1.5,8,0.94
"857",4,1.5,8.5,0.96
"858",4,1.5,9,0.92
"859",4,1.5,9.5,0.98
"860",4,1.5,10,0.9
"861",4,2,0.5,0.96
"862",4,2,1,0.98
"863",4,2,1.5,0.94
"864",4,2,2,0.94
"865",4,2,2.5,0.98
"866",4,2,3,0.96
"867",4,2,3.5,0.96
"868",4,2,4,0.96
"869",4,2,4.5,0.94
"870",4,2,5,0.98
"871",4,2,5.5,0.9
"872",4,2,6,0.92
"873",4,2,6.5,0.9
"874",4,2,7,0.94
"875",4,2,7.5,0.94
"876",4,2,8,0.98
"877",4,2,8.5,0.96
"878",4,2,9,0.94
"879",4,2,9.5,0.96
"880",4,2,10,0.96
"881",4,2.5,0.5,0.96
"882",4,2.5,1,0.98
"883",4,2.5,1.5,0.96
"884",4,2.5,2,0.94
"885",4,2.5,2.5,1
"886",4,2.5,3,0.96
"887",4,2.5,3.5,0.98
"888",4,2.5,4,0.92
"889",4,2.5,4.5,0.98
"890",4,2.5,5,0.9
"891",4,2.5,5.5,0.86
"892",4,2.5,6,0.94
"893",4,2.5,6.5,0.96
"894",4,2.5,7,0.96
"895",4,2.5,7.5,0.94
"896",4,2.5,8,1
"897",4,2.5,8.5,0.94
"898",4,2.5,9,1
"899",4,2.5,9.5,0.98
"900",4,2.5,10,1
"901",4,3,0.5,0.9
"902",4,3,1,0.94
"903",4,3,1.5,0.9
"904",4,3,2,0.92
"905",4,3,2.5,0.98
"906",4,3,3,0.96
"907",4,3,3.5,0.94
"908",4,3,4,0.96
"909",4,3,4.5,0.98
"910",4,3,5,0.98
"911",4,3,5.5,0.98
"912",4,3,6,0.98
"913",4,3,6.5,0.92
"914",4,3,7,0.98
"915",4,3,7.5,0.98
"916",4,3,8,0.94
"917",4,3,8.5,0.96
"918",4,3,9,1
"919",4,3,9.5,0.98
"920",4,3,10,0.9
"921",4,3.5,0.5,0.98
"922",4,3.5,1,0.92
"923",4,3.5,1.5,0.96
"924",4,3.5,2,0.96
"925",4,3.5,2.5,0.9
"926",4,3.5,3,0.9
"927",4,3.5,3.5,0.9
"928",4,3.5,4,0.96
"929",4,3.5,4.5,0.92
"930",4,3.5,5,0.9
"931",4,3.5,5.5,1
"932",4,3.5,6,0.96
