"","X2","X0.5","X0.5.1","X0.98"
"872",4,2,6,0.9
"873",4,2,6.5,0.98
"874",4,2,7,0.94
"875",4,2,7.5,0.96
"876",4,2,8,0.98
"877",4,2,8.5,0.92
"878",4,2,9,0.94
"879",4,2,9.5,0.88
"880",4,2,10,0.92
"881",4,2.5,0.5,0.94
"882",4,2.5,1,0.96
"883",4,2.5,1.5,0.94
"884",4,2.5,2,0.98
"885",4,2.5,2.5,0.98
"886",4,2.5,3,0.98
"887",4,2.5,3.5,0.98
"888",4,2.5,4,0.94
"889",4,2.5,4.5,0.92
"890",4,2.5,5,0.9
"891",4,2.5,5.5,0.96
"892",4,2.5,6,0.9
"893",4,2.5,6.5,0.94
"894",4,2.5,7,0.92
"895",4,2.5,7.5,0.98
"896",4,2.5,8,0.92
"897",4,2.5,8.5,0.96
"898",4,2.5,9,0.9
"899",4,2.5,9.5,1
"900",4,2.5,10,0.94
"901",4,3,0.5,0.98
"902",4,3,1,0.98
"903",4,3,1.5,0.98
"904",4,3,2,0.94
"905",4,3,2.5,0.98
"906",4,3,3,1
"907",4,3,3.5,0.98
"908",4,3,4,0.94
"909",4,3,4.5,0.94
"910",4,3,5,0.9
"911",4,3,5.5,0.94
"912",4,3,6,0.88
"913",4,3,6.5,0.92
"914",4,3,7,0.96
"915",4,3,7.5,0.98
"916",4,3,8,0.98
"917",4,3,8.5,0.9
"918",4,3,9,0.94
"919",4,3,9.5,0.94
"920",4,3,10,0.94
"921",4,3.5,0.5,0.92
"922",4,3.5,1,0.94
"923",4,3.5,1.5,0.98
"924",4,3.5,2,0.96
"925",4,3.5,2.5,0.98
"926",4,3.5,3,0.98
"927",4,3.5,3.5,0.94
"928",4,3.5,4,0.94
"929",4,3.5,4.5,0.96
"930",4,3.5,5,0.92
"931",4,3.5,5.5,0.96
"932",4,3.5,6,0.96
